Interaction_ID,Customer_ID,Interaction_Date,Interaction_Type,Issue_Resolved
c7e3e03a-87ea-46b6-93e7-aa096acba6d6,d4bb43e8-8f72-4ff6-ab26-b6fac8f26584,2024-01-23,Email,False
40f3523e-9d53-4737-ba51-293e452f28a5,6693ba68-e359-4332-9500-1c6bf20b81c8,2024-07-02,Phone,True
9cb2062d-e49a-43d5-a416-8eafab054efb,55d71f6a-a09c-4e86-86ae-c2c13e4fa152,2024-04-21,Email,False
485ea5cf-48d9-4352-8871-4aa994e86011,98508bcb-cc65-43c1-8126-dd6aa3831d5c,2024-07-05,Email,False
1cb26ae2-d23d-4785-b17c-edba04e29bd3,d625e728-93bf-4b14-8bd6-0fa9260e01f8,2024-03-03,Phone,True
db703fa3-eaf4-405a-9fb2-593aec563e53,e038c0d5-276b-4767-b22a-2f489f76d9ab,2024-07-14,Email,False
0cf75da9-81e4-4539-a6a7-b34d20260bca,139771bf-31b5-4508-bcca-9108a68d4ab7,2024-06-13,Chat,True
da15feab-95c7-4d05-8d59-6a831481ed5a,56913285-ca55-478c-9458-f85607bc2882,2024-05-25,Phone,False
4062ff82-ee9c-411d-b27b-f333374ee856,eb719f2b-721c-4e0e-b322-2074dcc4699e,2024-01-02,Phone,True
eb4db189-6931-4e2b-967c-2fa2e24193f1,df6c1c7e-8f4f-45dc-aaaf-3428c8646537,2024-04-02,Phone,False
460da5fa-b855-48d6-a465-4f102ecbea3d,72273f1a-f65c-4c13-89c9-806c1df61451,2024-06-08,Email,False
d258c071-7aba-4d23-ae94-e6e38b40680a,ea448055-3fb4-4d50-b080-1e362b2d757f,2024-03-13,Phone,True
5f6d3790-f7e6-4bcb-a3e0-0e6713724cb3,d175f8f1-f29f-448f-a9bf-28d9d20e6d47,2024-05-10,Chat,True
be8064e1-4c06-4680-b327-7c6e467f6681,cc9a2115-b197-4a2b-9a6a-0fb2da5a0c73,2024-07-07,Phone,False
086c4b29-8e13-4866-9ff0-83375cd19604,a22797d7-1202-4ae3-9266-a3a33bd5406e,2024-02-20,Email,False
628d7a8d-5421-4e50-a849-f66176d6d8af,6e46a1e4-4537-4371-9ae7-548c56943336,2024-06-04,Email,False
b928c5e6-a929-40f2-827f-e8fa7f832a34,32ff8abe-2cb4-4c16-af6d-a9359e4de2f0,2024-06-06,Phone,True
032c050a-b70b-4fd2-9f1a-c4050d1d53ce,fe887e53-e78f-4207-8e5e-73e38baf3e0d,2024-06-08,Phone,False
a783f0c2-5cb3-4ae2-9119-c99468641ccb,4a9590d8-9663-4dbe-94c2-2a949a4471f7,2024-04-21,Email,False
7a97b843-7b85-4e27-8168-01a60bfeb241,dfce9c24-71c4-4cd8-9b59-f34e48842979,2024-04-19,Phone,True
c7ca7758-dd74-470b-96c0-154688353692,44d6a920-5aeb-4543-a174-690164e3ed0b,2024-04-22,Phone,True
e5928775-11a7-427c-a76b-26fadce47d7f,01d13428-d511-4c3d-90c7-b5624931ff48,2024-02-28,,True
23daa6b0-31d6-4115-80d3-7c95f165e06b,64c3b31f-351c-4445-b609-1813020cef91,2024-03-03,,False
1cd22fb4-9267-4ca9-bcd4-3fec2a2f0dee,614b4d0b-a21d-44de-8e85-fd62680a63fa,2024-05-11,Chat,True
cbcd5d21-52aa-4987-b867-a9ee224d633b,0bab460b-e8fc-4d21-83b0-d124c55c8f41,2024-02-19,Phone,True
9ef14053-c831-43e4-bf42-082389ce6620,4da4d70a-a5bf-4430-9f9e-11be2fdf42fb,2024-07-09,Phone,False
8fd4fcd3-76a3-42fd-b390-eedbdb88eeae,5aa953b3-e4bd-4b14-be0b-9e895d39156c,2024-08-13,Chat,False
cb057fc4-20ff-462d-ac41-07a8b4595943,39ec85ac-c692-4946-8da8-7db6afa34dc3,2024-04-18,Phone,False
935da7b2-9351-4af9-854f-56b6e912f368,52a86091-196e-4b0f-8f78-c252ace37d28,2024-07-22,Chat,False
c83a6e6f-6370-466e-863d-cecdf408c5e3,f20755f6-8481-4904-afe6-504451ceded5,2024-05-22,Chat,False
0770ec35-cf0c-471c-82dd-722d6d28dba3,8419e344-58ce-4627-ae66-9e44f345dc2a,2024-05-30,Email,False
7ac02008-d385-4442-82d2-e299e5574224,a956e5f8-b764-439a-b921-53cc68af9d0d,2024-07-04,Phone,True
1066b357-ebb8-4958-9d17-4bb15fa3215f,ef24853c-6ee0-4dd1-9c7c-edd767420a6c,2024-04-04,Email,True
a7f83cfc-ab36-4ca4-bcdd-da220e034859,1189a9af-0112-47de-a3d7-2a37de35475d,2024-07-15,Phone,True
a7ce984a-2ee8-4443-8fb7-5d552de9fe98,69ac4875-45f6-48dd-8633-01f8bd09bc88,2024-07-03,Email,True
da64dcb8-bbda-40d8-a295-b1c921f2e81f,dcf23921-ec46-463f-8649-2044a7d3163c,2024-01-27,Chat,False
2326370e-205d-4baa-9d81-c15d16d08ea0,94076d20-2d99-415d-b532-8232d6539b32,2024-07-11,Email,False
ec8eb289-ec07-4df5-8f5d-206974c3cc66,eb719f2b-721c-4e0e-b322-2074dcc4699e,2024-04-03,Email,True
83dbf002-3d6b-4677-85af-782a5773457b,2140af6b-0b34-434e-a567-c8c2fa36dacc,2024-03-09,Email,False
2ea43050-75ee-4c12-b9fc-92f4ebc596e4,35e9370c-b4c6-45c0-b6c7-85a9474fca61,2024-05-21,Email,False
4f0854b9-da37-43ab-8e93-9c89042e05a6,94076d20-2d99-415d-b532-8232d6539b32,2024-04-05,Chat,False
1b57d207-4b3e-4e65-831e-510d02bbf3c2,c2f23a03-dacf-4454-84fe-9fc71c0823b5,2024-07-27,,False
255e5d73-c709-437c-b4a4-da10be30b374,07ca86c3-8485-47a5-9d90-d8ccf2f12fe0,2024-01-25,Phone,True
36dd4199-362f-4928-91ac-2becc4658ac1,2b2673a4-7eed-4776-9b21-12cc5fb6ed51,2024-04-25,Chat,True
01e76b25-0523-40a0-a8f4-96275c2eb940,c2622e7f-1cb5-4dc2-90d2-46fe480dcae1,2024-05-03,Phone,False
6f9ea2e3-4708-4854-9a71-51416c0f6d91,e47edfb0-2977-434a-8bc3-f75b8b6ea95c,2024-05-13,Chat,True
ee6f9bc5-0e25-4b17-970a-9335f10d6d6c,742f0811-2251-4809-b175-2f6b2be2baa3,2024-08-01,Email,False
48004f2f-c922-4e80-b242-63442a1eb6c9,822fe765-a84f-4f9e-a7de-3e2974f39647,2024-02-25,Phone,False
a601ea2a-df14-4017-ba48-03f39a6313b8,a5571fa0-25bd-4d78-a2d7-fa8eb23cdba2,2024-04-25,Phone,False
447b9a58-fe4f-4d3a-928e-93e7e2ae6897,d45d89c0-b213-4ac0-88fe-9b34f9303791,2024-01-16,Chat,True
d65e84b4-a3dc-4b33-9377-43165afc2077,d6910a32-d23a-4450-b409-ab287937e50c,2024-07-06,Phone,True
f29f3d80-963a-403b-a3f8-e473138cabba,601e4cee-bf02-4075-aa48-34915d171ad5,2024-04-06,Phone,True
f9e6b8a7-f9ee-48d1-9ffe-98c15f19e423,c756b950-6500-4c4a-90c9-61aea582d3ab,2024-06-28,Email,True
92af6dda-8ed1-4e29-8fdf-007de90e407d,2c3bd8c4-4a3e-4b37-8a48-2f5a1229ba43,2024-08-07,,True
76e63ef7-4398-4cf8-9fda-e86d6344fbd3,431c3974-f686-4979-a530-198189717bfd,2024-01-09,Email,True
2d00fe7b-416b-48ac-a31a-29434b27679b,3798d046-0526-4bc0-948e-e522e5e63894,2024-02-07,Chat,True
764f7ef7-be58-4cfb-a49f-f419fb541c4a,6f9a6e6a-a04f-49e3-974e-508015eec9f6,2024-06-04,Phone,False
b1ff94aa-d69c-455c-a0b8-bd4271280ad5,4dcdd84f-3ba7-48b4-9aea-50fb92be028f,2024-02-18,Chat,True
aa06455c-0299-4b32-a47a-7e8d58405c3b,89c077ce-2541-44a3-9193-94cc150e69a9,2024-06-29,Chat,True
46b939c2-c63e-4c4a-958e-5c6da105288d,e6d8f10e-2ae8-446d-a0ed-bd0b5d29b3b6,2024-06-27,Chat,True
9468d94b-8679-4d82-8d1b-5a1c911e8c66,c11b56a9-62cc-4b81-89a5-88781dc00f00,2024-03-02,Phone,False
4017d059-5186-4d1f-87b5-7cceeb7a8c81,1f22e566-13a0-4758-b42c-b0f6e997d46c,2024-07-20,,True
1870a738-d3a7-4cc7-a330-17e0b4865df7,d46dba64-9572-42fb-a302-7b2ca9d4d303,2024-05-07,Email,False
1e483fc8-bd3f-4f1f-88f2-7fb0bde124ba,fcea4c3d-d19d-4181-ab9b-5e5b1f26cf96,2024-02-07,Email,True
238ef907-f467-403b-bb8d-50b7e13b1f4f,4a9590d8-9663-4dbe-94c2-2a949a4471f7,2024-03-27,Chat,True
d64b1777-548a-4ebd-b189-bed44c7d7b5c,5f3977f9-82ae-42d7-97b5-114e8274b349,2024-04-26,,False
6b1d0d29-12c3-4a1c-9906-ca68e7e913eb,b8564eba-3bc2-4300-a6a0-7c2d32c5258e,2024-01-05,Chat,True
bd4b9ec9-87f6-46f4-929f-fe12c84d92b2,e311bd6f-bf8d-4564-91d7-7167be83ac00,2024-07-09,Email,False
958e6f0c-3490-4764-ab07-82d51a4322a2,8419e344-58ce-4627-ae66-9e44f345dc2a,2024-02-22,Phone,False
825b4010-541d-499d-be19-ae5f9a2f51c4,febd4cc4-d9ee-49d7-a4f2-1dcdbe1c49a5,2024-06-01,Email,False
d290f758-05ff-47cd-9d9a-154d79c5de73,c11b56a9-62cc-4b81-89a5-88781dc00f00,2024-02-05,Email,True
88654d63-8377-44c2-9161-fab1bb26f2a5,c9b2ee90-9c2c-4140-9059-0470d7e76266,2024-05-10,Chat,True
8822ba0e-e0dc-44d8-b300-37db54b8401c,3b480637-ec8c-4eb3-b6d4-d371107eb422,2024-01-06,Phone,True
fefda3db-82dd-45d4-878b-983df59e49ad,5c611a44-3106-4923-b046-ca494210731e,2024-02-04,Email,False
da3f55a2-1545-4ddd-99fa-f63a93799b42,4d49980c-3673-45b6-8dec-800abe913197,2024-05-23,Email,False
263e9ee2-4ef5-447a-8f8b-b552d1b092cf,83f85be8-d495-47ab-bea3-adfc7d241082,2024-07-02,Phone,True
9617896c-5fa5-4384-9720-c702e861e776,c2622e7f-1cb5-4dc2-90d2-46fe480dcae1,2024-01-13,Email,False
31e2d02c-35d8-4bfb-b939-896e8c1e2a01,b8eaa8af-fe31-4f60-a4d3-2037756d4e56,2024-02-21,Email,False
f2a8b6eb-dc3c-4bad-ad01-eaf219297bae,ef40cc10-51e5-4470-a36d-8072f9cfa870,2024-04-23,Phone,True
6d366444-3ad1-4f74-a2b4-0e954fb1bf7c,d7522cab-f713-4c74-9d32-fadba3a20a85,2024-03-29,Email,True
996fc80a-eba1-49e3-8850-0d1c2076dbc8,3e77461b-6339-47c3-b701-14ddf2d53df0,2024-03-13,Phone,False
3324694e-a580-4e3a-ab9c-e71922b3c8c9,2cc1e020-c006-4a52-8e87-bb154e882a72,2024-04-13,Email,True
f2d0de97-90d5-4435-9518-5210e3f72ce4,c09bb5b8-b44b-4f81-a231-36843fc824d2,2024-01-17,,False
a9439620-7cd6-4a78-925b-1d4559dcc752,77fad2f0-0e5c-4a1d-b7da-63e154f71b8e,2024-05-28,Email,True
605b2369-112d-41ec-a5d2-c8e8f4a91989,32c43310-2156-40bf-a0bb-88ae963c2b3d,2024-01-10,Email,False
29e2474c-bc68-4496-abdb-1ef2e6811a10,c6061e5f-c4ba-4f2d-94eb-da34579f8519,2024-07-07,Chat,False
017a1931-184f-4dd6-8ee0-a9a937a22ebc,5aa953b3-e4bd-4b14-be0b-9e895d39156c,2024-08-09,Email,False
9dc0c6f4-5a5e-4817-8e9f-7d06d120a47d,3e1907bd-306b-4612-b03f-9964c54d5f00,2024-02-16,Phone,False
45ac2899-de72-469f-8565-12c66687226c,dcfde7f7-afda-460a-824f-3d0a873d057b,2024-04-12,Email,False
0b878757-82d9-4dad-86db-f248606a4219,87728329-1121-4e4c-b2d7-35cca67a2275,2024-05-07,Chat,True
4bc40329-e33e-4fee-9eae-71b3040acbc3,8d356841-fb0c-4dfa-9f69-537edf941b50,2024-07-23,Email,True
52c92ea0-fdc5-454b-83aa-0ddabeb6d9da,0b58c0d1-eb41-4b32-9487-6713b6d2cff0,2024-04-01,Email,True
f4655413-dba8-4625-bd30-0164e684db6c,244c19ed-7991-47e0-8947-741e1af8ead2,2024-01-04,Phone,True
58372a60-f4de-4fcd-92da-41ef3d5111d7,500062b9-cd7a-404c-8ab3-19a254ca9455,2024-04-18,Chat,True
d580bbc7-de41-4462-9141-053d3936872f,a22797d7-1202-4ae3-9266-a3a33bd5406e,2024-01-23,Email,False
78f34735-3c40-4e5d-9abd-271531cf19b5,149b8752-cedd-4c06-bbf9-aeadef2ec970,2024-05-16,Phone,True
3d0c97f8-4160-4735-9ed3-4cba8c31e909,dae0689d-0c38-440c-b921-fe2413c3df3b,2024-08-01,Phone,True
e49e39b1-64aa-4f90-a787-0531b3ccaac9,54ba475c-eed6-4d9b-ba8a-1652f11acbc2,2024-01-30,Chat,False
39e9551a-b7cc-4d45-b7ae-e1e4f509c580,c2622e7f-1cb5-4dc2-90d2-46fe480dcae1,2024-05-15,Email,True
0964f035-1e28-4976-a537-d15cb675257f,489f42c9-55f0-44d8-bb59-55c524accdc8,2024-04-25,,True
77b359a0-6f44-4d80-a1af-8d7a9b223ac4,3aabadef-3088-462a-85eb-df11f13f2e61,2024-02-19,Phone,True
42d55c63-fb61-4925-8d65-841c73fe2cc4,07ca86c3-8485-47a5-9d90-d8ccf2f12fe0,2024-07-27,Phone,True
cc7890dd-46dd-4bdd-9c7f-2c1d0df69a42,b7cc50b3-970a-4ba6-9503-b220c104467c,2024-04-28,Chat,True
94226172-f2bb-4102-86dc-d11c53648335,ffabe3fc-2780-4068-a25a-2d8174152b10,2024-06-03,Phone,False
c9b37fc2-effd-4e70-a446-5f5280f31f43,e8149776-a6c9-4412-9436-492cbbe69d53,2024-04-10,Phone,False
67b352d7-d11b-4b9c-82ea-494ce191e381,ff3a6c5b-77ac-485c-908a-0118aeab482d,2024-04-12,Email,False
2261e8f1-4fae-4700-a7b4-baf894a4b4b1,b57e5b8a-f34a-4bc7-93a5-3a528719706c,2024-05-24,Phone,False
9a088437-aa9b-4546-85fc-294ceb2b0c56,44b76e6b-5b75-4080-a619-d310669b11c0,2024-04-04,Phone,False
ad90defe-79eb-45b7-823c-a2e7e477d2d3,8882d25f-56f0-46d3-b778-8b3e4d16f519,2024-04-28,Chat,False
38efc395-bbbd-48be-b401-06ed6e80316d,7622c988-b135-4108-8c85-f99b453b1f9d,2024-02-15,Chat,False
9d7eaca6-e69e-49fb-bbd6-71631470f3be,93d47a90-0e32-498a-96f4-b33c1ee5d23f,2024-06-08,Email,False
121a817d-3016-4f79-be48-7328a5c0c6af,b58957f3-667b-462a-9fd0-dc93ff521145,2024-03-11,Chat,True
2c3e01ff-9811-4252-aeec-3def6d2b0c28,babec972-ffb3-4c56-99c3-e8e3855adf0f,2024-08-12,Email,False
89fd44ef-7e4f-405a-91c0-39b46fdf3a80,0e206840-2f54-49e4-a0c1-7966e11ed3fc,2024-07-23,Chat,True
ea197004-ced9-4299-8ac2-4df630ccb202,088dcd89-6393-405e-9059-f7504fcebf4e,2024-04-12,Email,False
3888f286-44e0-4cfb-b295-080c94f98502,98c39fbb-93bb-4c88-b540-042c1cd9433e,2024-06-15,Phone,False
b4ed23e9-141c-4ec9-9f3e-6ca4795936b6,746c6bb5-6e44-45c8-a8c1-bd56a3396b9f,2024-07-10,Phone,True
9fd73f7e-ec07-4465-a73c-f7ecdad69ee8,236c5923-6279-4dfd-9305-87215258e57f,2024-06-17,Email,True
2541c3c6-e0fe-4bc7-951e-9914c2eebd23,48f17009-8f9a-4b05-a050-d881008a790b,2024-06-18,Email,False
2e3af143-fdf7-4a87-8ece-d93468fc136e,363334ad-e69d-44f5-9907-b817bf4bed8f,2024-08-09,Chat,True
6751aeba-7b8d-450b-835a-70de0a7413b9,21481327-547c-4927-8a2b-501ccc395aff,2024-08-06,Email,False
97df925e-04e1-47e4-8ba4-4343210b566d,025f5aca-fdb3-4dad-82e1-641eecf92d50,2024-07-03,Phone,False
c6585d26-0932-40aa-9dab-60e5064c776b,52a86091-196e-4b0f-8f78-c252ace37d28,2024-02-16,Phone,True
55318535-4687-4426-82c9-8f0278ec50a9,6f632742-7f7b-48e7-9c3a-4c5e927f3c2e,2024-06-09,Chat,False
386d9def-d138-465c-b1cb-b8312a308de0,ea0fc986-f19d-4eb6-9a00-7e1c1bc6025e,2024-03-06,Email,True
4b26c2c6-d333-4e47-a863-c0359b8642f2,bde317de-ef02-449e-9c51-fd3d4874f527,2024-01-05,Phone,True
e5d36436-bfc2-4273-b126-e7193fe458e7,b70e7c3c-6c5a-4469-88ac-b2857e5a92ed,2024-04-05,Chat,False
ec1a1c29-7a51-4d66-8066-5a2b13a027f8,20566376-aa05-4b75-915d-93d7496202d0,2024-06-15,,True
a0b7af33-71a7-4d25-8121-84dcf77d851b,48fd0fea-3e22-424a-b63b-d7cfd99e27dc,2024-06-17,Email,False
a1b65d44-76f6-432d-8eb4-f453ec72b302,df6c1c7e-8f4f-45dc-aaaf-3428c8646537,2024-04-11,,False
aaf8b6de-f611-4e1d-a8c3-a1e62ba697bb,6bf29934-331d-4f11-b00d-1b1bf5bc3012,2024-06-10,Chat,False
998846cf-8b08-4d93-827e-1acff886e4f8,68ffaad9-862a-42e5-b62a-07b4444e162c,2024-08-03,Chat,True
708c0191-5657-4ab3-8ae1-dfaf82504f45,a24f83e7-7de7-4196-a7a7-ba9d21823b14,2024-03-09,Phone,True
3d8b74fa-8580-46a3-b9c1-1540af687067,4d49980c-3673-45b6-8dec-800abe913197,2024-04-01,Chat,True
e0ddaeb4-9710-4794-945e-29c962df63ed,b38a8161-d182-45c1-92eb-c5fba24dd198,2024-08-15,,False
5b7622de-06a7-4bcf-b767-2e7a0f03a102,ff05ceba-f459-4714-a252-e03198d9934c,2024-07-30,Email,True
58f8cdb8-d2d6-415b-8bf9-56e597efddc2,c1ef6db1-e10f-4ffa-b055-7a65d2f15401,2024-07-20,Chat,False
6ba9b288-2bcd-4014-a148-c5e017c9098d,01d13428-d511-4c3d-90c7-b5624931ff48,2024-05-20,Chat,False
9797d66f-7bf3-4a64-b726-8465fe38e33f,352ac394-fb15-4e8e-84f1-2ca130a159d5,2024-06-14,Chat,True
6e71efbd-f339-424b-b592-f76ba843906a,c2f23a03-dacf-4454-84fe-9fc71c0823b5,2024-02-15,Chat,True
df51dfac-9ff2-4b97-8850-9daa56c44769,44d6a920-5aeb-4543-a174-690164e3ed0b,2024-04-18,Phone,False
f03db9bd-57f4-450f-8a08-8c25bb86f186,746c6bb5-6e44-45c8-a8c1-bd56a3396b9f,2024-05-11,Email,True
e12fcd94-b227-4036-ae04-70ee5964334b,489f42c9-55f0-44d8-bb59-55c524accdc8,2024-01-22,Email,False
4f5c0614-263d-47cb-b460-cd13d6f18ee4,c2195696-d59d-48aa-9e98-2457bb790034,2024-07-19,Email,False
30862f52-f229-4b5c-b0bf-2b1d70a1006e,8056d143-f0d2-4bc5-997f-bb4e063836e6,2024-07-16,Phone,True
f8fe6288-ab76-46c9-805c-be8b83373008,d6910a32-d23a-4450-b409-ab287937e50c,2024-05-25,Chat,True
708f785f-a4f3-4896-8727-f1c98bd4688d,856a3393-0d6b-482f-96d9-04e19d17677a,2024-08-13,Phone,True
c1da59fd-cff9-4322-bca2-783c65626178,b8e96810-c0bc-4b5e-8e2c-8b61afd70831,2024-05-05,Chat,True
07ae6eff-5652-4290-a2f0-0f7a50de7e87,c756b950-6500-4c4a-90c9-61aea582d3ab,2024-07-15,Phone,False
cd7c355a-74c2-4aa3-a4c4-299cef4f2447,1d664e5b-d86e-4a54-9d4f-11efa34f9686,2024-01-07,Phone,True
f242825b-c603-4683-ab34-a3c2f4d004d4,025f5aca-fdb3-4dad-82e1-641eecf92d50,2024-07-13,Chat,True
dbed2528-f701-40d4-a2c7-341d2969f1a8,f80f4c90-42bd-43ad-8111-631c5ecac97f,2024-07-25,Chat,False
58381f52-389e-4bc2-9c97-1dc12315db75,9fde07a1-09d5-4c61-bcbd-4ac93e845af9,2024-04-16,Phone,False
2abf78b6-c31d-47e3-afb3-1e0545c61277,f963092b-fa72-4017-bfa5-a7daec18bc46,2024-02-12,Phone,True
f55809b7-8ab6-4404-96ce-4fb5185d3b4f,7cdaae1c-7eee-4b39-a90f-8ee3cdb1ecb3,2024-01-12,Email,True
e4c3fcf4-d1df-4600-bd78-ee4c8097c982,98508bcb-cc65-43c1-8126-dd6aa3831d5c,2024-08-12,Email,False
f58b70ed-4a8b-4d04-9b2f-6cc9dedb75a1,56c358bc-4463-4ed7-a555-56878d20bfc9,2024-07-19,Email,True
2b89fb8c-6d2b-43ff-a4a2-e813c54a13d9,c6061e5f-c4ba-4f2d-94eb-da34579f8519,2024-03-30,Chat,False
81dd0b73-0bc0-458a-ac8c-d55062f27a51,433fb306-e4da-40f1-bb7c-ec519c430ff8,2024-07-18,,False
43a82d07-278f-4605-982b-c95d29c3ca19,0bab460b-e8fc-4d21-83b0-d124c55c8f41,2024-01-22,,True
c3e7cdc5-fb37-4bc7-8002-db94a7516c97,590361a8-caa0-424c-8d77-70608c42795b,2024-03-18,Phone,True
c684fc3f-4334-4244-be7a-f33b1f3716e0,acd954dd-52a7-4c51-8bc6-d587e562ec0e,2024-04-29,Email,True
7498e804-13a1-4055-9061-a065b7f58b47,d1ab5bf3-78e6-47b4-8db4-7064beb9482d,2024-02-29,Chat,True
394a80d5-39c4-4ac9-8fe3-8035e7af1d9e,fd2111bb-5635-40f4-90a5-68c4e90c9304,2024-03-19,Chat,True
067a3d7f-82f1-47d0-bf49-040242731d65,230d356d-0e2e-42f7-a1aa-b80fe11f3b8d,2024-05-15,,False
ef9e1015-3cc3-44de-b45e-43bd69b90ecd,d46dba64-9572-42fb-a302-7b2ca9d4d303,2024-04-16,Phone,True
f9ee97e2-af10-43c0-98ff-f32c07e4896a,8758831f-c1cb-4369-b61d-55de280a4dca,2024-02-11,Email,False
6bb4568d-d05c-4124-be85-88cc45fbd7f9,ad9465fa-eb61-4faa-84ff-e5194bd62ea2,2024-06-14,,False
32571478-c479-4800-a052-1b7c2eb39146,9d32e2e9-9d94-422b-b6dc-730b2fa668fd,2024-02-21,Chat,False
07b6e7c7-b860-4ee7-8967-ce056c96fe4e,197179e6-d4ca-472b-a976-44e3ca91d064,2024-02-23,Phone,True
a0c212b2-2ba1-48bd-9211-d8fcc5c0afcc,2d11a74e-60f5-481a-975e-ff100dc15b05,2024-02-21,Phone,True
c3ba3c1a-1007-4b68-b707-27b67c3035ec,8e5cd20b-e463-42f4-83cd-c50d0c72169c,2024-03-29,Chat,False
4cf5f97e-b8c4-4186-8d8a-83cd980ac225,9ee25ed5-e5ae-483e-8e89-08ae39f3088f,2024-07-19,Chat,False
29747f78-ddc6-4b81-b95e-121dab0e4894,51983bd3-03a4-42c8-b784-e978d8771d0f,2024-06-27,Email,False
3f6c504d-2269-479b-ab04-1e2ff4507f3d,e390fd9b-f416-4179-82d5-54f275ed749e,2024-07-13,Email,True
808b1cec-ec9e-4a7c-91c2-f95de975852c,470a6b1d-1ead-4843-b58d-4ca3f441db4f,2024-03-03,Chat,True
938a10fc-17f6-4dfc-b9eb-ace1aae3b743,3b480637-ec8c-4eb3-b6d4-d371107eb422,2024-08-01,Phone,False
c43caba7-be42-4495-b4a1-9945158a33b7,96012fd8-091c-4290-a3c3-b8fb9b8772e0,2024-05-15,Chat,True
d0439354-5084-4196-b2f2-7929dec635b8,10eb0f3f-a266-4e1e-8b39-108a292e21e9,2024-05-26,Phone,True
80bc8c22-e137-489b-af97-61ece63367dc,56913285-ca55-478c-9458-f85607bc2882,2024-05-09,Chat,True
df2abb2e-0268-44b4-a38f-34602c35ee48,d175f8f1-f29f-448f-a9bf-28d9d20e6d47,2024-08-06,Phone,False
48cb0509-e835-487b-b115-48e3ea95f41e,04ad0d8e-9199-4b32-94b6-55fa1868c331,2024-07-29,Email,False
25431bc9-dbba-4a38-b39f-40888967ecd2,54ba475c-eed6-4d9b-ba8a-1652f11acbc2,2024-01-01,Phone,False
df374d6e-e19d-443a-ac37-3fd0ffd24582,84441f52-77e5-450b-97d2-80f64c5c4fb4,2024-02-24,Phone,True
f87d32b4-80ec-45f5-ab39-c2070e06952a,e7e0f57d-c9c0-4f95-b73c-a8fc4061dabb,2024-02-09,Phone,True
6ed9a9bd-7c72-4add-bd56-b7d9912ef2fd,16c06854-b963-4325-bf44-295783569f40,2024-04-04,Phone,False
554864e9-d37f-4aa3-ab9e-0fd318a77e66,df6c1c7e-8f4f-45dc-aaaf-3428c8646537,2024-06-18,Chat,False
18007279-c9d0-4862-b6fc-aeb842c15628,bbd6947a-99f5-4ec5-8f88-c77cd6391a20,2024-02-19,Chat,False
40565b72-d938-4e58-a121-73547e4c3432,b6878cea-1767-4d07-bba5-a1a762f27aee,2024-06-09,Phone,False
a8492878-ee3d-499b-9641-e1ce50867007,3167751a-2b48-4dec-92d7-a36492ae65ce,2024-03-18,Email,True
