Transaction_ID,Customer_ID,Product_ID,Date,Amount,Sales_Rep_ID
9c94ffb6-cda5-4794-bed1-efa823213d3f,b924f339-3a7f-4082-811e-2141cb6a3825,8,2024-04-07,59.0,1f463865-908f-453f-8c86-5832f423dba6
35b02444-2c4b-455d-82a2-b6c8d6a0ef11,703758f1-a8fe-491b-aba0-4c375aaf40ee,30,2024-05-30,487.0,5afc6a19-ffa5-43ef-8acd-d022f6837055
17765e4e-789e-481e-bf93-4eead8331a25,8d533d2a-7c02-4345-8a9d-0349182dd268,49,2024-03-08,403.0,e972a171-f017-4e03-afeb-97404ac6a71c
8ad2f41c-f428-4c71-a626-50c47b1f23f8,f5f5a103-dd6d-47de-8b7e-685d9773533f,27,2024-05-24,83.0,7bf59475-aa40-48d6-90bb-e51ffcc0cba7
14b79130-eb08-4847-a065-b75106c9f41e,d1ab5bf3-78e6-47b4-8db4-7064beb9482d,40,2024-08-09,105.0,f243144e-485f-4382-81ef-2a9a3c63f172
f13f76e2-806a-49b3-b448-d728c6769222,d9d4012e-c135-452d-973a-b824f10ffc43,44,2024-01-31,379.0,5afc6a19-ffa5-43ef-8acd-d022f6837055
fbc49b27-ac7e-4bf7-bee0-8b2ea9339c50,08bda8a7-29c0-4ecc-ab29-50e32eaf7ba2,6,2024-01-04,302.0,e48e19e2-3978-4330-ac3b-4e3217312d72
9fb3633f-4e52-47a9-9514-414a0c673073,8a8e0e43-2a68-4545-9e19-08f44a319476,14,2024-08-05,,5afc6a19-ffa5-43ef-8acd-d022f6837055
3b01a997-f5fc-43b2-80fa-9b1dc9cd41a1,7622c988-b135-4108-8c85-f99b453b1f9d,4,2024-05-30,378.0,0437b05a-9628-43f9-ac07-0b9a0dc96dcd
080bae88-f50c-4fd3-a745-dd3d1f196d90,ff3a6c5b-77ac-485c-908a-0118aeab482d,10,2024-04-29,54.0,d7558c8d-5355-48e7-8b88-30ab41ff2b8f
fd77cbbc-d486-4dea-92a2-bee52eb30bba,37881568-6780-47d3-b586-5971c997fc1b,48,2024-02-13,123.0,a72e32c4-ca21-4bca-9563-7c570fef3bd0
8fd93143-df8b-4c72-b58c-109934a4a8cf,b924f339-3a7f-4082-811e-2141cb6a3825,50,2024-01-19,363.0,87adedcb-ab44-4cf8-ac92-6f3ca9a9712e
15cc6eee-b4da-48b9-a135-baecb18063de,47fae057-1414-4281-84b1-c36c87aee80b,39,2024-02-07,336.0,cff5a157-eebc-4c5a-9fe1-2d5d7820f90d
4a947bcc-f8dc-4506-b467-574192445a44,84441f52-77e5-450b-97d2-80f64c5c4fb4,23,2024-08-18,394.0,9dd03ac8-7cac-493d-bcd1-06ca9a66ca33
dbf5e312-f926-42dc-a715-04658e4f20df,7622c988-b135-4108-8c85-f99b453b1f9d,14,2024-08-17,105.0,9c44ee81-8254-45e1-af23-a4608ceb126c
01fe6c62-b0c2-4e1c-8708-b2aed531ab9b,d63527d7-7e3a-477a-9647-7ea1d9bdb87f,38,2024-03-12,384.0,0437b05a-9628-43f9-ac07-0b9a0dc96dcd
ecbea25b-d400-4d19-b656-54be7fa181b7,4cad5279-5ebb-47ac-9d2b-796f4f62771a,19,2024-04-17,124.0,83d4bcc2-c5c2-4953-b888-2748e313cc66
f112ec9c-7dc7-4fb2-b402-b5da0b75b1be,c574c838-f8f7-4e22-b8fb-5950756262f4,21,2024-03-17,427.0,4daeb6af-d7e9-4f99-91b3-6c912f45b740
51781d55-365d-4723-95e5-a0c12c1e8ab3,fff17bbe-4164-4e8c-b956-629b8a5dd171,21,2024-07-06,,5184e796-6c9f-4019-907b-6e9e838430f3
b3bd30c3-ca4f-48d7-a7b9-d5c39616eab6,00fc38f7-b5c7-465c-839b-a55185f2635f,1,2024-02-27,259.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
8f855436-4d9f-4e73-a249-d89c47e0f8c1,10eb0f3f-a266-4e1e-8b39-108a292e21e9,41,2024-02-22,67.0,2f1183af-7ef6-498a-a851-91820338ff67
539dce15-f0f9-4419-9763-a0fe6f1088ff,c09bb5b8-b44b-4f81-a231-36843fc824d2,21,2024-05-31,309.0,69963dca-cd5e-4109-abdf-a72f8d324cf6
b7c10db4-d76f-4075-8782-fecd0f0672d1,cc9a2115-b197-4a2b-9a6a-0fb2da5a0c73,27,2024-02-01,427.0,c48b42a3-544b-4542-8528-4208e6f80b46
17d81059-ad01-47d0-b199-92de259336a3,a5571fa0-25bd-4d78-a2d7-fa8eb23cdba2,9,2024-04-28,183.0,13303e49-6260-4e49-93da-e1abfd37a692
e0a77dab-305c-4aa6-901c-b4e0b4caefee,f9591e3a-9268-4a26-9541-e7fbeb3bb44c,42,2024-06-03,107.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
36d7ad39-6cc7-4df9-a566-f026605ce004,8176e84e-6332-464e-a706-9643801e1586,42,2024-01-19,352.0,e4ac7bb5-a6cd-4c7c-8488-433ed9a00b60
89e3c479-2e61-4b8e-9f4f-27967e0bfb15,66ef8007-45fe-40cf-a6a4-6ceac9a7c5ee,24,2024-04-23,98.0,3e97b5d8-933a-4860-bce7-2398af6c5613
218f6df5-3b6c-45e2-883d-8006017a47de,5948fec3-3105-42c5-ba35-ae64d252edca,28,2024-04-02,329.0,2f1183af-7ef6-498a-a851-91820338ff67
486f5ab2-9de1-4de5-a463-2cc74c60abe3,6db91da3-dff0-4c73-8dd5-aa1a5ce857bc,39,2024-07-21,58.0,5184e796-6c9f-4019-907b-6e9e838430f3
6b5a8ed8-763a-47e7-b736-f5cba0901460,6f9a6e6a-a04f-49e3-974e-508015eec9f6,9,2024-02-16,464.0,cff5a157-eebc-4c5a-9fe1-2d5d7820f90d
c27d22e4-d6d2-48aa-9c2c-a625b8e360eb,2feb157a-03d9-4715-9b4b-db6d46c9221f,15,2024-05-25,120.0,61989b73-1807-414a-a75b-f194c0152dba
f23eab32-f012-460e-bfbd-365bf8dbaf20,9f8a4fa9-aaa4-481b-98c3-216d940a4ac6,42,2024-04-28,297.0,e436fc49-a67b-4eda-bab9-a19a0b31a3e2
5206e2e5-d962-4bc1-a75c-ac0ed5753e9b,8d533d2a-7c02-4345-8a9d-0349182dd268,1,2024-01-06,,459201da-22e7-417e-ba68-bc972bf96e81
d8ebe8f1-5205-40de-9b7a-e8824bec91d5,431c3974-f686-4979-a530-198189717bfd,9,2024-02-28,354.0,83d4bcc2-c5c2-4953-b888-2748e313cc66
6e021b39-38fc-40f7-ac93-9c072ac2e009,6f632742-7f7b-48e7-9c3a-4c5e927f3c2e,48,2024-04-19,115.0,7bf59475-aa40-48d6-90bb-e51ffcc0cba7
9a0a075a-817d-4bd4-b25a-204456ecf348,bc7a1591-33bf-464d-ae17-fdc622dd31d4,28,2024-02-29,210.0,e4ac7bb5-a6cd-4c7c-8488-433ed9a00b60
f032b77d-7456-4f04-9a74-118ab8700484,aef56cc0-b77a-4ef4-a4c7-82f6a7760fb3,32,2024-01-30,212.0,3e97b5d8-933a-4860-bce7-2398af6c5613
ded4d197-224b-44d2-a82f-56333fab6eef,eb719f2b-721c-4e0e-b322-2074dcc4699e,23,2024-02-01,284.0,e972a171-f017-4e03-afeb-97404ac6a71c
4aea4381-5aa9-48e3-a3d9-cbc2f8e0668e,69cebeb5-ba90-45d7-9c9d-438d7441a86d,36,2024-03-24,415.0,cff5a157-eebc-4c5a-9fe1-2d5d7820f90d
d987b655-a97a-4ca5-b64e-cbd0f86a4ef8,a0e7eba6-b2a3-4c82-bb56-02358a21b42a,49,2024-04-10,252.0,9c44ee81-8254-45e1-af23-a4608ceb126c
c9b7ed2d-42c4-4c1a-88f3-b52769150f32,6e46a1e4-4537-4371-9ae7-548c56943336,50,2024-04-17,386.0,13303e49-6260-4e49-93da-e1abfd37a692
6d38fec2-8c3b-407f-ab82-4a93407c348b,93dc833d-ab7f-472b-bde7-be725e1cb16f,46,2024-05-11,469.0,c48b42a3-544b-4542-8528-4208e6f80b46
3c296741-c3a7-427f-8973-ac4ac4717fde,febd4cc4-d9ee-49d7-a4f2-1dcdbe1c49a5,4,2024-01-03,395.0,6af3a505-ac9e-4b75-8784-731ed5f5ed73
78163ba0-8fbc-4e22-a2dd-02b38dbde517,9ca4c4ed-49bd-445d-9dad-9a32cbbb2145,5,2024-05-24,210.0,e436fc49-a67b-4eda-bab9-a19a0b31a3e2
d2e84332-fdb6-4b5d-83fc-8bd77e8df31f,d45d89c0-b213-4ac0-88fe-9b34f9303791,9,2024-01-28,319.0,440d8680-f45c-487d-9a53-1164227504ed
c2620083-7e80-4a4d-a583-f4af42b4cd1d,742f0811-2251-4809-b175-2f6b2be2baa3,27,2024-02-20,204.0,a72e32c4-ca21-4bca-9563-7c570fef3bd0
f2c8746c-16f0-49b6-bfb3-13d2b4e0044a,77fad2f0-0e5c-4a1d-b7da-63e154f71b8e,42,2024-02-22,,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
c59d6b8b-ff21-46d8-a06d-906d6bf509d6,9ef75e2b-2517-4e6d-b752-ae890322233a,48,2024-05-23,390.0,d7558c8d-5355-48e7-8b88-30ab41ff2b8f
38990155-224f-45c1-adad-514de4275db6,ee6d5f11-06a9-404c-a09d-0f50ee607614,19,2024-08-18,179.0,e48e19e2-3978-4330-ac3b-4e3217312d72
97bc7d0d-1126-4bf9-8554-8e7d66240516,015cc4e1-5cf8-441c-80ad-ca3536c53e9a,33,2024-02-22,83.0,37455a0c-e36c-428f-b4cb-0ad5ce09f8b5
9b47f081-0539-475f-909b-be5f5ae490c4,b0d4f1e8-7f0f-4d61-8169-81ee81f204e6,29,2024-08-06,489.0,2f1183af-7ef6-498a-a851-91820338ff67
df992019-50e3-4c9e-a62f-c2a7ac07d3db,b0d4f1e8-7f0f-4d61-8169-81ee81f204e6,28,2024-05-22,258.0,182f2a72-4271-4bbb-af12-abe8c23f6b80
ebbe10a0-b331-4c5c-821b-18d3b7d6a55d,7fc24177-d122-41c8-95d7-a885630ad406,39,2024-04-09,464.0,e972a171-f017-4e03-afeb-97404ac6a71c
a1fd1d3b-9cbc-4b90-a570-c675fe9a08a9,d4caa050-cff9-41a7-ad83-9140288c3dec,28,2024-04-04,155.0,d0fa26a0-d161-4976-ae9a-9c5f74fc103c
c45db052-6645-47b6-b9c0-6827494237b0,2848f082-bd98-457c-9aca-0d84b1a82397,3,2024-03-27,458.0,e436fc49-a67b-4eda-bab9-a19a0b31a3e2
0d131cdd-80ca-4e3a-a4e8-e522947ecbf2,4da4d70a-a5bf-4430-9f9e-11be2fdf42fb,13,2024-01-06,366.0,5251ef10-fefe-4622-b4cf-b7d97bcce4fd
1db3bf43-9f99-437f-b1c6-2d3ba463264b,e6d8f10e-2ae8-446d-a0ed-bd0b5d29b3b6,23,2024-07-31,162.0,ab37df34-610e-4c16-956b-4f2e38cb60bf
9a6997ab-2fc5-4ca0-98e8-60047ffae5bf,1f22e566-13a0-4758-b42c-b0f6e997d46c,6,2024-04-07,235.0,8d3bd9c2-124c-48f1-b925-68d0a28ae4a2
e175e1b1-ad62-4ef1-902b-6e8d6a7eb396,4efc14d8-e1ae-46aa-97ec-b1b415271198,22,2024-06-13,149.0,37455a0c-e36c-428f-b4cb-0ad5ce09f8b5
eed8bbb2-6614-4acf-877a-071e744ffd40,0cb9c9d6-5825-48f2-8ee2-4b1cafbac06a,50,2024-01-05,341.0,4daeb6af-d7e9-4f99-91b3-6c912f45b740
b5cef443-f5e3-4581-982c-a9c1da651275,69ac4875-45f6-48dd-8633-01f8bd09bc88,29,2024-03-23,466.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
5325482e-5a26-4380-9b7b-8afef2e2cad1,33014cf1-d6eb-4b24-8df8-c18d83e1a547,36,2024-03-09,143.0,e48e19e2-3978-4330-ac3b-4e3217312d72
3159322b-48cd-4a69-a16d-f356ec290084,36b57eed-b59e-4f00-957b-af98ddda3e77,37,2024-02-19,101.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
5a278f65-23b4-4de2-a031-676c36ccdd2b,c3d06e21-d959-43cd-a92f-4600886542ba,5,2024-04-23,318.0,d0fa26a0-d161-4976-ae9a-9c5f74fc103c
438f3d45-d502-4400-b8fe-e96704b6eb97,c6061e5f-c4ba-4f2d-94eb-da34579f8519,5,2024-01-04,283.0,d07336a6-e21c-45d9-bc59-bb63382649bc
7c9c45b4-8d8e-40d8-9b39-d08faf57f91d,7213aa78-ff4f-4fc6-a7cd-c1307badbb07,15,2024-05-14,295.0,e606e140-e08f-44a6-a97f-9de66467c52d
9cb81a44-67db-409f-a677-84b5a9add471,149b8752-cedd-4c06-bbf9-aeadef2ec970,41,2024-02-10,143.0,69963dca-cd5e-4109-abdf-a72f8d324cf6
948a342b-66d5-4ea1-b091-e7117b0404a4,d175f8f1-f29f-448f-a9bf-28d9d20e6d47,40,2024-07-25,96.0,1ce71e8b-2ac6-4939-bdca-476b9861362a
17fe11ce-50c4-4a0c-8993-b675d2fb552c,10eb0f3f-a266-4e1e-8b39-108a292e21e9,3,2024-04-23,265.0,ab37df34-610e-4c16-956b-4f2e38cb60bf
fb310879-0a02-43e9-bdfe-a13a99d82e74,2d939a24-9c21-491d-890e-9b480713eb0e,43,2024-01-10,436.0,e48e19e2-3978-4330-ac3b-4e3217312d72
4608527c-f956-47f2-b183-267e59a83f59,236c5923-6279-4dfd-9305-87215258e57f,24,2024-04-11,304.0,a72e32c4-ca21-4bca-9563-7c570fef3bd0
9dab102e-fbea-41b6-83f8-236c701cc3e5,8f42d0ab-d446-4084-a40e-70c1fae0468e,8,2024-06-23,349.0,2f1183af-7ef6-498a-a851-91820338ff67
f3bf5657-fa2b-4e1e-b6ba-b3079bc2afe6,51b50514-f430-45cf-a2aa-3d5423f42cc2,16,2024-08-13,211.0,83d4bcc2-c5c2-4953-b888-2748e313cc66
be717730-5a63-42ca-95b2-4b340709227c,7cdaae1c-7eee-4b39-a90f-8ee3cdb1ecb3,23,2024-06-16,204.0,e436fc49-a67b-4eda-bab9-a19a0b31a3e2
8dc35044-d32e-4c40-964f-f8e02b01f07a,73ce85f6-bad1-44bf-832d-c2481bb1d1e3,18,2024-06-14,308.0,06a9a95f-ae20-44ae-ad5d-d4bdf5f121d0
6b93ff50-4f19-4470-9c75-1e9362a4e8e2,a5571fa0-25bd-4d78-a2d7-fa8eb23cdba2,27,2024-07-10,313.0,05cc8513-8a8a-4598-862a-218d1093ae26
74f55ba2-32e1-4a58-9cbe-1cdab6fedb1f,3167751a-2b48-4dec-92d7-a36492ae65ce,22,2024-04-23,117.0,61989b73-1807-414a-a75b-f194c0152dba
10fbbff1-b177-42f0-9f1a-cfa8cd98cb41,703758f1-a8fe-491b-aba0-4c375aaf40ee,23,2024-01-06,459.0,459201da-22e7-417e-ba68-bc972bf96e81
45827988-41e5-46b0-af5e-a31dcdd58545,3f6c26f3-aef8-4992-a588-18b2d28726ff,27,2024-01-28,163.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
a18845fd-d005-4f9e-abb8-b0bbf71a14b1,5aa953b3-e4bd-4b14-be0b-9e895d39156c,30,2024-07-29,304.0,4daeb6af-d7e9-4f99-91b3-6c912f45b740
3e55c501-125e-4191-a872-251021f1c041,7aa69157-98e8-47bc-8f87-60424d9c3613,7,2024-03-03,253.0,bcbf0f5c-6497-4219-b42b-4954b88b0480
392242c9-6001-4f3b-a238-7648c299595e,e8c294e5-e3e0-4af2-aadc-bcbb77e4c339,37,2024-02-03,273.0,33ea8c7d-1b0a-4be7-9cff-d35ea357325f
7c578c5e-e147-4fbb-8f95-2f9849ce4c96,bd56525d-e899-4312-9763-e79d3f6fa54c,10,2024-01-20,70.0,b765f7ba-f31c-493a-bcf9-c048506b6448
f8a4fd9c-2c56-4276-97b6-eea164fdb253,bab75d30-5312-40af-bd12-ed7bed445afa,4,2024-07-11,223.0,9dd03ac8-7cac-493d-bcd1-06ca9a66ca33
b7b6867d-895a-4673-9d46-2c314cc017eb,e8c294e5-e3e0-4af2-aadc-bcbb77e4c339,16,2024-07-25,372.0,e972a171-f017-4e03-afeb-97404ac6a71c
661930f4-e2cb-4646-b330-6b36e975c0d5,4cad5279-5ebb-47ac-9d2b-796f4f62771a,42,2024-01-05,201.0,05cc8513-8a8a-4598-862a-218d1093ae26
e6b25004-7d95-4c11-b8c2-e367f6c3fe10,3f6c26f3-aef8-4992-a588-18b2d28726ff,15,2024-05-04,93.0,cff5a157-eebc-4c5a-9fe1-2d5d7820f90d
0daeb55c-2063-424e-a35a-f2d85cc890a6,aef56cc0-b77a-4ef4-a4c7-82f6a7760fb3,22,2024-02-09,90.0,8aede4f3-bd43-45a7-9edc-5d69a2645fa1
b745c66c-f066-46ec-a992-c365e6ba9ea1,afb47af0-4389-4954-972b-964db440169c,44,2024-04-04,459.0,8f50db63-4bac-4baf-8ef4-2aea9b8150be
39c03636-6e6d-4ecb-a6a9-dec6dab9770b,d9d4012e-c135-452d-973a-b824f10ffc43,17,2024-04-29,112.0,e972a171-f017-4e03-afeb-97404ac6a71c
ce8b813c-0efc-4b2b-8e22-9d421ef00286,07ca86c3-8485-47a5-9d90-d8ccf2f12fe0,3,2024-01-17,248.0,5184e796-6c9f-4019-907b-6e9e838430f3
932632cb-7273-4f82-b98e-63add333f248,dc4fde3e-5b94-4da9-8335-1b7b6bd9a166,11,2024-05-02,473.0,1ce71e8b-2ac6-4939-bdca-476b9861362a
f3ae4c07-c54d-4831-9753-6c2bef679f65,68d10cb9-28d3-4ba7-ae27-eb9a6d129ab1,38,2024-06-13,454.0,e4ac7bb5-a6cd-4c7c-8488-433ed9a00b60
82557045-a78a-45df-9a3a-34017b967da8,4da4d70a-a5bf-4430-9f9e-11be2fdf42fb,38,2024-05-06,283.0,8d3bd9c2-124c-48f1-b925-68d0a28ae4a2
664f87f2-3feb-4887-a84b-d1a3bb9ed055,627d9829-6d52-4899-b01e-9c4843c67bd1,25,2024-03-15,222.0,d0fa26a0-d161-4976-ae9a-9c5f74fc103c
3d01a3e0-3a89-408a-8363-c5740005f7ae,9ee25ed5-e5ae-483e-8e89-08ae39f3088f,47,2024-01-02,173.0,1f463865-908f-453f-8c86-5832f423dba6
